Total Volume, Total Energy, Total Energy (Particle) 
1.643200, 37491.139681, 37867.035809
1.645200, 37567.897078, 37832.918583
1.642000, 37251.583493, 37801.931743
1.643200, 37200.434265, 37772.964457
1.640800, 37026.246853, 37744.906248
1.644000, 37094.301336, 37718.068719
1.637600, 36831.310768, 37692.340215
1.640400, 36866.055257, 37668.769169
1.640400, 36761.362162, 37646.173321
1.644400, 36841.820415, 37623.795196
1.643600, 36755.342106, 37603.208791
1.640800, 36604.262862, 37583.775256
1.645600, 36761.199044, 37564.690216
1.643200, 36610.350328, 37545.842064
1.644800, 36651.045644, 37527.059250
1.644400, 36622.213739, 37508.253928
1.644400, 36615.313555, 37488.594030
1.643200, 36547.705072, 37469.493671
1.640400, 36074.073627, 37049.936314
1.640000, 36044.812465, 37033.060973
1.644400, 36164.691502, 37016.583452
1.641200, 36038.413127, 37000.463960
1.643600, 32759.156439, 33447.955872
1.640400, 30418.094164, 31102.148378
1.642800, 29731.053984, 30335.296246
1.646000, 29442.251177, 29961.362098
1.648000, 27997.939836, 28428.689365
1.649200, 26911.455001, 27290.405348
1.646800, 25726.872138, 26154.885435
1.644800, 24206.249925, 24636.839709
1.650000, 22136.973003, 22351.540402
1.653200, 21068.015331, 21216.229002
1.652800, 20674.793019, 20840.661153
1.656800, 20763.565061, 20841.388132
1.662800, 20855.815273, 20834.492980
1.656800, 20712.074594, 20819.846784
1.657600, 20706.093019, 20797.540215
1.661600, 20742.556045, 20767.553364
1.664000, 20815.450368, 20729.968162
1.666000, 20863.909043, 20684.841491
1.662800, 20799.512003, 20632.310504
1.663600, 20773.464803, 20572.477267
1.662000, 20743.422301, 20505.380056
1.659600, 20733.335575, 20431.175811
1.660800, 20734.604158, 20350.182387
1.670000, 20862.186355, 20262.339594
1.671600, 20924.746617, 20168.022960
1.666800, 20853.565646, 20066.195044
1.672400, 20877.433035, 19959.235250
1.664800, 20700.902433, 19846.372919
1.680000, 21033.384331, 19722.428909
1.678400, 20959.167284, 19598.500061
1.673600, 20819.325526, 19469.366527
1.680800, 20931.941971, 19335.332236
1.674000, 20742.301099, 19197.231676
1.684400, 20900.328554, 19054.893456
1.684800, 20871.916940, 18909.222437
1.683200, 20859.889453, 18759.990522
1.683200, 20794.113782, 18607.904009
1.679600, 20762.499850, 18452.757523
1.680000, 20674.083358, 18294.816997
1.687200, 20813.009185, 18134.613775
1.682400, 20697.541900, 17972.609873
1.686000, 20669.276330, 17809.162971
1.680800, 20545.236994, 17645.833459
1.684800, 20490.422930, 17480.447418
1.681200, 20392.057699, 17314.724399
1.679600, 20305.504056, 17147.840244
1.683200, 20454.528007, 16984.048067
1.688800, 20555.832221, 16817.063517
1.681200, 20361.179311, 16645.465169
1.690400, 20792.398772, 16469.996464
1.701200, 21259.421100, 16300.814718
